,Date,Title
226,2021-08-08 , 속보 삼성전자우 최근 외국인 300만주 대량 매수 매수적기 1
227,2021-08-09 , 삼전우 속보 오늘 오후 2시 이재용 가석방 특보 발표시 폭등
228,2021-08-09 ,오늘 매동입니다
229,2021-08-10 , 삼전우 이재용 가석방 확정813 강력 호재 매수 적기 2
230,2021-08-10 ,지금달러와 금에 투자하면 돈 잃고 바보된다그 강력한 증거
231,2021-08-10 ,외인 매수세 지속 증가
232,2021-08-11 , 삼성전자우 강력 매수 신호 본격 상승 랠리 매수 적기 1
233,2021-08-12 , 삼성전자우 향후 성장성 매우 높은 3가지  보유 선매수 1
234,2021-08-13 , 속보 삼성전자우 최근 외국인 200만주 대량 매수 매수적기 1
235,2021-08-13 ,외인들 매수세 증가하고는 있지만
236,2021-08-14 ,8월 전망
237,2021-08-16 ,2차전지주는 테슬라만 보면 됨
238,2021-08-17 , 삼성전자우 지금이 저가 매수 기회 5가지 이유 매수적기
239,2021-08-18 , 삼성전자우 오늘 2분기 배당 매수세 유입 선 매수 유리
240,2021-08-18 , 삼성전자우 오늘 11시오후 1시 2분기 배당금 유입 선 매수 1
241,2021-08-19 , 삼성전자우 강력 매수 신호 낙폭과대 저가 매수 기회
242,2021-08-19 ,한국도 투자할 곳이 완전히 없어진다
244,2021-08-20 ,금과 달러에 투자하면 돈 잃고 바보된다증거 공개
245,2021-08-21 ,외인들도 리콜 모르고 있었다
246,2021-08-23 , 삼성전자우 강력 매수 신호 낙폭과대 저가 매수 기회 1
247,2021-08-23 ,긴급전망  리콜사태 이후
248,2021-08-24 , 삼성전자우 지금이 저가 매수 기회 4가지 이유 매수적기 1
249,2021-08-24 , 낙폭이 크다고 매수하면 안될듯 합니다
250,2021-08-24 , 속보 삼전우 외국인 30만주 대량 매수 이젠 급등랠리 상황
251,2021-08-24 ,두려워하지 말것
252,2021-08-25 ,공지사항
253,2021-08-25 , 반등을 이용 손절매 찬스를 놓치지 마셔야 합니다
254,2021-08-25 ,니콜 화재원인등 조사후 결정
255,2021-08-25 , 양극재를 바꿔서 실험을해보세요
256,2021-08-25 ,외인만 매수
259,2021-08-26 ,외인 연기금 매도세 증가
261,2021-08-27 ,일본인들은 이제는 월세용 주택은 물론 살 집도 사기 싫어한다
262,2021-08-27 ,화학 관련 미국 주가 변동
263,2021-08-27 ,개인만 순매수 지속  2021 8 27
264,2021-08-28 ,화학 관련 미국 주가 변동 2021 8 27 금요일
265,2021-08-29 , 삼성전자우 폴더블폰 향후 2년간 10배 성장 수익성 매우 큼
266,2021-08-30 ,부의 몰락원화의 저주 피할수 없다
267,2021-08-30 ,화학 외인 기타법인 매도세 지속  2021 8 30
268,2021-08-30 ,이제 화학 화려하던 시간이 지니고
269,2021-08-31 , 삼성전자우 장기투자시 엄청난 수익률엄청난 배당금
270,2021-08-31 , 하락 하였지만 여전히 적극 매도
271,2021-08-31 ,화학 긴급발표 이걸 모르셔서 그런겁니다
272,2021-08-31 ,화학 목표가
275,2021-09-02 ,한국도 일본처럼 투자할 곳이 완전히 사라진다
276,2021-09-03 , 삼성전자우 향후 성장성 매우 높은 3가지  보유 선매수
278,2021-09-04 , 언제올라가나요
279,2021-09-05 ,외인 매도세 지속  2021 9 3 금요일
280,2021-09-05 ,금과 달러의 흐름으로 읽는 미래의 투자 전략3
282,2021-09-06 , 속보 삼성전자우 외국인 60만주 집중 매수 매수적기
283,2021-09-06 ,화학당일 외인 매수세 증가  2021 9 6  월요일
284,2021-09-06 ,가상화폐 불났어요 비트코인이러리움 가즈아
285,2021-09-07 , 삼전우 폴더블폰 10배 폭풍 성장 대박 호재 매수 적기
286,2021-09-07 ,당일 기관연기금 제외 매수세 증가  2021 9 7  화요일
287,2021-09-08 ,달러금 투자에 관한 모든 것
288,2021-09-11 , 확실하네요
289,2021-09-12 ,롱텀디플레 시에 달러와 금에 투자하면 돈잃고 바보된다
291,2021-09-14 , 삼성전자우 3분기 배당일 9287 배당일 전에 선 매수 유리 1
293,2021-09-16 ,각 기업설정 적정주가 정리
295,2021-09-17 ,증권시장 소식 정리
296,2021-09-17 , 화학 이젠 사야할때 주식 상승여력전망
298,2021-09-19 ,화학주간 개인 매수세 증가
299,2021-09-21 ,기이한 경제현상2016부터 달러가 오르면 금값도 올라
300,2021-09-22 , 삼성전자우 3분기 배당일 9282 배당일 전에 선 매수 유리 3
301,2021-09-23 ,기업 설정 적정주가 모음
302,2021-09-23 ,시외 주목주들 정리
303,2021-10-11 , 삼성전자우 본격 상승신호 5가지는 선 매수 훨씬 유리
305,2021-10-11 , 삼성전자우 대형호재 3나노 제품 보다 앞서 내년 생산
308,2021-10-14 ,공매도폐지운동입니다
310,2021-10-17 ,월급쟁이와 가난뱅이가 부자 되는 방법은 오로지 2가지 뿐이다 
311,2021-10-18 ,오늘 자 이 른 아 침 에 바 로 나왔 다고합니다
316,2021-10-21 ,투자진흥원 한국투자진흥원 계좌박살ㅈ됨
317,2021-10-23 ,그들은 역주행 투자로 망했다 
318,2021-10-24 , 삼성전자우 지금이 저가 매수 기회 4가지 이유 매수적기
319,2021-10-25 ,누가 인산철배터리 전기차를 구매할까요
321,2021-10-26 ,벌써 설레는구만
324,2021-10-28 , 하이닉스 최근 25 폭등 이젠 삼성전자우 급등 차례
326,2021-10-29 ,화학 전반적인 가치는
327,2021-10-30 ,리포트 재밌네요ㅋ
328,2021-10-31 ,화학 고민이시라면
329,2021-10-31 ,형들
331,2021-11-01 ,화학형들
333,2021-11-02 , 삼전우 기관외국인 70만주 쌍매수 세력들 오늘 강력 매수
334,2021-11-02 ,화학 지금 상태에는
335,2021-11-02 ,화학 지금에서는
336,2021-11-03 ,11월 대비해야합니다
337,2021-11-03 ,제발
338,2021-11-04 ,형님들
339,2021-11-06 ,화학 다음주 중 기사로 나온다고하는데
340,2021-11-06 ,월급쟁이와 가난뱅이가 부자 되는 방법은 오로지 2가지 뿐
342,2021-11-12 , 삼전우 최근 외국인기관 130만주 쌍매수 강력 매수 신호
343,2021-11-14 , 삼성전자우 월요일 갭상으로 시작 종가 큰 상승 확실 1
345,2021-11-17 , 삼성전자우 3분기 배당 나옴 오늘1117 선 매수 유리
346,2021-11-18 , 이재용 부회장 미국 출장1114 호재 뉴스 곧 나옴 선 매수 유리
347,2021-11-19 ,이재명 공매도 외국인상환기한 무제한철폐 등 제도 보완
348,2021-11-19 ,화학 예상대로인데
349,2021-11-20 , 2차 전지 관련   자료
350,2021-11-20 ,혼자가 아닙니다 우리함께해요
351,2021-11-20 ,삼성도 본사 사옥까지 팔아서 100조를 대기중인 이유2
352,2021-11-21 , 삼성전자우 월요일 갭상으로 시작 종가 큰 상승 확실 2
353,2021-11-23 , 삼성전자우 화요일 갭상으로 시작 종가 큰 상승 전망 1
354,2021-11-24 , 삼성전자우 수요일 갭상으로 시작 종가 큰 상승 전망 1
355,2021-11-24 ,지금 달러와 금에 투자하면 돈 잃고 바보된다
356,2021-11-25 , 속보삼성전자 공장 테일러 확정 주가급등 요인
357,2021-11-26 , 속보 마이크론 최근 27 폭등 금욜 삼성전자우 3 급등
358,2021-11-27 ,한국도 일본처럼 투자할 곳이 완전히 사라진다2
360,2021-11-29 , 엔비티 자회사 세컨서울 가상서울땅
361,2021-11-29 ,조만간 기사 뜨겠네요
362,2021-11-30 , 속보 최근 마이크론 20 폭등 화욜 삼전우 3 급등 전망 2
363,2021-12-01 , 삼성전자우 외국인기관 최근 120만주 쌍매수 강력 매수
364,2021-12-01 , 속보 삼성전자우 오늘 외국인 70만주기관 10주 쌍매수
365,2021-12-02 , 속보 최근 마이크론 30 폭등 목욜 삼성전자우 35 급등 1
366,2021-12-03 , 삼성전자우 금요일 갭상으로 시작 종가 큰 상승 전망 1
367,2021-12-03 ,주총 전자투표제 의무화 국민청원
368,2021-12-04 ,주식을 몰라도 아이를 주식부자로 장기투자는 다 망한다
369,2021-12-05 , 속보 삼성전자우 퀄컴 2가지 대형 수주 독식 매수 적기 1
370,2021-12-07 , 삼전우 특별배당4분기 배당 이슈로 연말까지 30 급등 가능
371,2021-12-08 , 삼성전자우 오늘 갭상 시작마이크론 6 폭등 종가 폭등 전망 1
372,2021-12-08 ,삼성이 본사 사옥까지 팔아서 100조를 대기중인 이유 
374,2021-12-10 ,시간외거래 상승 특징주
376,2021-12-13 , 속보 브로드컴 83 폭등 반도체 삼성전자우 급등 타이밍 1
377,2021-12-13 ,각기업별 목표주가 나열
378,2021-12-14 , 삼성전자우 외국인기관 최근 450만주 쌍매수 강력 매수
379,2021-12-14 ,주식을 전혀 몰라도 아이를 주식부자로단순 장투는 다 망한다 
381,2021-12-16 , 삼전우  추천 메타버스 최대 수혜주 강력 매수 2
382,2021-12-16 , 속보  8 폭등 반도체 삼성전자우 급등 타이밍 1
383,2021-12-18 ,주식을 전혀 몰라도 아이를 주식부자로 단순 장투는 다 망한다 
384,2021-12-18 ,최근 주요 지라시들 정리
385,2021-12-19 , 속보 삼성전자우 수주 5건대형호재 급등 신호 매수적기 1
386,2021-12-20 ,화학 자가면역질환 치료 후보물질 중국 임상 2상 진입
387,2021-12-20 ,엔솔기계연 차세대 배터리 기술 확보 맞손
388,2021-12-20 , 메디포스트아이씨엠 주목
389,2021-12-20 ,거리두기 제한 조치최대 수혜주
392,2021-12-21 , 삼전우 특별배당4분기 배당5 연말까지 급등 가능 1
393,2021-12-21 , 속보 시간외 마이크론 53 폭등 반도체 삼성전자우 급등
394,2021-12-21 ,언제까지 하락만 할 것인가
395,2021-12-22 , 속보 마이크론 9 폭등 삼성전자우 7 급등 전망 1
396,2021-12-22 ,ㅆ 발 이게 먼 난리여 개 지 라 ㄹ을 하고잇네
397,2021-12-22 ,시간외 급등주들 리스트
399,2021-12-22 , 삼전우  추천 메타버스 최대 수혜주 강력 매수 1
400,2021-12-22 , 삼전우 특별배당4분기 배당3 연말까지 급등 상황 1
401,2021-12-23 ,주요기업들 목표가 정리
402,2021-12-24 , 속보 마이크론 11 폭등 삼성전자우 5 급등 전망 1
403,2021-12-24 , 화학 에너지솔루션 내년1월말 상징으로 폭락 상황 1
404,2021-12-24 , 삼전우 특별배당4분기 배당2 연말까지 급등 상황 2
405,2021-12-25 ,장마감이후 떡상주들 정리
406,2021-12-26 , 삼전우 특별배당4분기 배당1 매수세 몰려 급등 상황 1
407,2021-12-27 ,화하기 주가가 엔솔 상장을 하고 나면
408,2021-12-27 ,삼성도 본사 사옥까지 팔아서 100조를 대기중인 이유  
410,2021-12-28 , 삼성전자우 특별배당4분기 배당 오늘까지 매수해야 받음 1
411,2021-12-28 ,시간외 떡상주 정리
412,2021-12-28 , 속보 마이크론 최근 45 폭등신고가 삼성전자우 급등 전망
413,2021-12-29 ,증권시장 주요 찌라시
414,2021-12-30 ,30일 증권사 목표주가 정리
415,2022-01-01 ,화학 증권사 분석 및 기술적 분석
416,2022-01-02 , 삼성전자우 2022년 전문가 들이 뽑은 최고의 종목 1
417,2022-01-03 ,장기투자는 다 망한다주식을 전혀 몰라도 아이를 주식부자로
418,2022-01-03 ,3일 시간외 개떡상주 모음
419,2022-01-04 , 속보 마이크론 최근 45 폭등신고가 삼성전자우 급등
420,2022-01-04 ,4일 시간외 개떡상주 모음
421,2022-01-05 ,5일 주요 찌라시들 정리
422,2022-01-05 , 삼전우 강력 매수 신호 발생 대박 3대  장착 매수 적기
423,2022-01-06 ,6일 시간외 개떡상주 나열
424,2022-01-07 , 속보 삼성전자우 2021년 서프라이즈 실적 발표 매수 적기
427,2022-01-07 ,7일자 찌라시정리
428,2022-01-08 ,7일 증권사 설정 목표주가
429,2022-01-08 ,한국의 눈물한국도 일본처럼 투자할 곳이 완전히 사라진다 
430,2022-01-09 , 삼성전자우 본격 상승 알리는 호재 선 매수후 장기투자 유리
431,2022-01-10 ,엔솔  통해 기술제품고객생산능력 4박자 갖출 것
432,2022-01-10 ,10일자 찌라시정리
433,2022-01-11 ,화학 구미에 세계 최대 양극재 공장 짓는다5000억 투자
434,2022-01-11 ,11일 증권사 설정 목표주가
435,2022-01-12 , 삼성전자우 올해 주가 급등 요인 5가지 매수 적기
436,2022-01-12 ,11일 시간외 개떡상주 나열
437,2022-01-12 ,엔솔 기관만 1경원 넘게 몰려수요예측 역대급 흥행
438,2022-01-13 , 삼전우 강력 매수 신호 발생 대박 3대  장착 매수 적기 3
439,2022-01-13 , 화학 글로벌 임상 진척 본격 가속
440,2022-01-13 ,주식을 전혀 몰라도 아이를 주식부자로 키우는 투자법 
441,2022-01-13 ,13일 증권사 설정 목표주가
442,2022-01-14 , 최대어 에너지솔루션 온다1주라도 더 받으려면
444,2022-01-14 , 화학 석유화학 부진에 4분기 실적 전망 우울
445,2022-01-14 ,14일 증권사 설정 목표주가
446,2022-01-16 ,숏텀롱텀 디플레이션 전쟁  순환투자법이 답
447,2022-01-17 , 속보삼성전자우 외국인 최근 717만주 집중 매수 매수 적기
448,2022-01-17 ,폐배터리 재활용시장 2030년 120억달러로 성장
449,2022-01-17 ,엔솔 내일부터 일반청약증거금 150만원에 23주 배정
450,2022-01-17 ,물적분할 자회사 상장 땐 모회사 소액주주 피해 우려
451,2022-01-17 ,17일자 찌라시정리
452,2022-01-18 , 삼성전자우 2022년 전문가 들이 뽑은 최고 종목 매수 적기 1
453,2022-01-18 ,삼성 전기차 배터리 이어 소재까지 영토 확장
454,2022-01-18 ,화학 국내 최초로 당진에 초임계 열분해유 공장 건설
455,2022-01-18 ,18일자 찌라시정리
456,2022-01-19 , 국민연금 삼성전자 집중 매도 후 투자한 곳은
457,2022-01-19 , 화학 서 당뇨병 치료제 임상 1상 승인
458,2022-01-19 ,19일자 찌라시정리
459,2022-01-19 ,월급쟁이와 가난뱅이가 부자 되는 방법 2가지 
460,2022-01-20 , 삼전우 강력 매수 신호 발생 대박 3대  장착 매수 적기 2
461,2022-01-20 ,20일 시간외 개떡상주 나열
462,2022-01-21 , 삼성전자우 올해 주가 급등 요인 5가지 매수 적기 2
463,2022-01-21 ,22년 코스피 코스닥 하단 예측차트분석
464,2022-01-22 ,21일 증권사 설정 목표주가
465,2022-01-22 ,30년간 일본의 눈물  이제 시작 한국의 눈물
466,2022-01-23 , 삼전우 모건스텐리 추천 메타버스 최대 수혜주 강력 매수 3
467,2022-01-23 , 화학 에너지솔루션 상장시 모회사로 폭락 불가피 3
468,2022-01-24 ,24일 증권사 설정 목표주가
469,2022-01-25 ,화학 바이오 원료 적용  첫 수출글로벌 공략 본격화
470,2022-01-25 ,25일 증권사 설정 목표주가
471,2022-01-25 , 유상증자하네
472,2022-01-26 , 화학 에너지솔루션 상장시 모회사로 폭락 불가피 4
474,2022-01-26 ,엔솔 상장 1화학 실적 발표 4거래일만에 반등 성공
475,2022-01-26 ,공정위 현대차엔솔 합작사 등 전기차  승인
476,2022-01-26 ,26일자 찌라시정리
477,2022-01-26 ,미래경제
479,2022-01-27 , 속보 마이크론 최근 30 급등 삼성전자우 급등 전망
480,2022-01-27 , 속보 삼전우 작년 확정실적 발표 실적급증 매수 적기
481,2022-01-27 ,27일 증권사 설정 목표주가
482,2022-01-27 ,하염없이 흘러 내린다
