,Date,Title
185,2021-11-20 ,혼자가 아닙니다 우리함께해요
188,2021-11-21 ,향후 주식시장 전망
189,2021-11-22 ,이노베이션 지금이라도 확실하게
190,2021-11-23 , 삼성전자우 화요일 갭상으로 시작 종가 큰 상승 전망
191,2021-12-07 , 삼전우 특별배당4분기 배당 이슈로 연말까지 50 급등 가능 1
192,2021-12-07 , 속보 삼성전자우 퀄컴 2가지 대형 수주 독식 매수 적기 1
193,2021-12-10 ,금일 시장 이슈
195,2021-12-15 ,긴급 폭락합니다 헝다 파산합니다
196,2021-12-17 , 속보 삼성전자우 수주 5건대형호재 급등 신호 매수적기 1
197,2021-12-18 ,주식을 전혀 몰라도 아이를 주식부자로 단순 장투는 다 망한다 
198,2021-12-18 ,최근 주요 지라시들 정리
199,2021-12-19 , 삼전우 특별배당4분기 배당6 연말까지 30 급등 가능
200,2021-12-21 , 속보 시간외 마이크론 53 폭등 반도체 삼성전자우 급등
201,2021-12-21 ,전기수소차 보급속도 빨라진다정부 예산 2배로
202,2021-12-22 , 속보 마이크론 9 폭등 삼성전자우 7 급등 전망 1
203,2021-12-22 ,176500원에 2000주매수완료 내집마련기회 찬스
204,2021-12-22 , 삼전우 특별배당4분기 배당3 연말까지 급등 상황 1
205,2021-12-25 ,장마감이후 떡상주들 정리
206,2021-12-27 ,분할반대 청원하시게요
207,2021-12-27 ,삼성도 본사 사옥까지 팔아서 100조를 대기중인 이유  
208,2021-12-27 ,컨센리포트 적정주가 리스트
209,2021-12-28 , 삼성전자우 특별배당4분기 배당 오늘까지 매수해야 받음 1
210,2021-12-28 ,증권사 설정 금일 목표주가
211,2021-12-28 , 속보 마이크론 최근 45 폭등신고가 삼성전자우 급등 전망
212,2021-12-29 ,금일 증권사 설정 목표주가
213,2022-01-02 , 삼성전자우 2022년 전문가 들이 뽑은 최고의 종목
214,2022-01-03 ,장기투자는 다 망한다주식을 전혀 몰라도 아이를 주식부자로
215,2022-01-03 ,3일 시간외 개떡상주 모음
216,2022-01-04 ,4일 찌라시 정리
217,2022-01-05 ,5일 시간외 개떡상주 정리
218,2022-01-06 ,6일 시간외 개떡상주 나열
219,2022-01-07 ,7일 증권사 설정 목표주가
220,2022-01-08 ,7일 시간외 개떡상주 나열
221,2022-01-10 ,지오센트릭 울산에 아시아 최초 재생 공장 짓는다
222,2022-01-12 , 극 호재 출현
223,2022-01-12 ,11일 증권사 설정 목표주가
224,2022-01-13 , 삼성전자우 본격 상승 알리는 호재 선 매수후 장기투자 유리 1
225,2022-01-13 , 삼전우 강력 매수 신호 발생 대박 3대  장착 매수 적기 1
226,2022-01-13 ,13일 시간외 개떡상주 나열
227,2022-01-14 ,상한가3방 공시 직행 시장가 풀매수
228,2022-01-14 ,중국 비축유 방출 미국과 합의내달 1일 전후
229,2022-01-14 ,14일자 찌라시정리
230,2022-01-15 ,국제유가 러시아우크라이나 군사 긴장 고조에 급등
231,2022-01-17 ,폐배터리 재활용시장 2030년 120억달러로 성장
232,2022-01-17 ,17일 증권사 설정 목표주가
233,2022-01-18 ,삼성 전기차 배터리 이어 소재까지 영토 확장
234,2022-01-18 ,18일 증권사 설정 목표주가
235,2022-01-19 ,19일 증권사 설정 목표주가
236,2022-01-20 , 브렌트유 90달러 돌파하나7년여 만에 최고치
237,2022-01-20 ,20일자 찌라시정리
238,2022-01-22 ,21일 시간외 개떡상주 나열
239,2022-01-24 ,24일자 찌라시정리
240,2022-01-24 ,30년간 일본의 눈물  이제 시작 한국의 눈물 
241,2022-01-25 , 후발주자 온 한국은 좁다글로벌 톱3 정조준
242,2022-01-25 ,25일 시간외 개떡상주 나열
244,2022-01-26 ,26일 시간외 개떡상주 나열
245,2022-01-27 , 속보 삼전우 작년 확정실적 발표 실적급증 매수 적기
246,2022-01-27 ,공산당은 정말 싫어요
247,2022-01-27 ,27일자 찌라시정리
248,2022-01-28 , 이노베이션 지난해 영업익 1조7656억흑자 전환
249,2022-01-28 ,밧데리사업 망쪼들것 자체생산에 돌입 수출량 감소
250,2022-01-28 , 속보 하이닉스 5 폭등 삼성전자우 매수 적기
251,2022-01-28 ,28일 증권사 설정 목표주가
252,2022-02-03 ,올해 배터리 투자만 4조이노베이션 커진 재무부담
253,2022-02-04 ,4일 증권사 설정 목표주가
254,2022-02-07 ,지난해 전기차 배터리 2위 엔솔온 삼성 제치고 5위
256,2022-02-08 ,장기투자자는 다 망한다주식을 전혀 몰라도 아이를 주식부자로
257,2022-02-13 ,휘발유 전국 평균 가격 170917원최근 한 달 새 최고
258,2022-02-14 ,14일 시간외 개떡상주 나열
259,2022-02-17 ,한국인의 눈물 과 한국의 눈물 
260,2022-02-17 ,불공정 공매도 악법 즉각 개혁을 위한 국민청원 동의 협조 요청
261,2022-03-04 ,주식에 장투하면 다 망한다주식을 전혀 몰라도 아이를 주식부자로
262,2022-03-09 , 전기차 및 배터리 관련 전망  이노 및 주요기업
263,2022-03-11 ,20만원깨지면
264,2022-03-12 , 10만원 매수해 수익실현 황금연못드림
265,2022-03-14 ,이제
266,2022-03-15 ,전자투표 합시다
267,2022-03-19 ,정년 후에는 아무 곳에도 투자하지 말라고 정년 후에도 20년씩 더
268,2022-03-19 ,2차전지 배터리 산업 및 업체 분석
269,2022-03-24 ,어린아이도 은퇴한 노인도 눈 감고도부자가 되는 주식투자법 
271,2022-03-30 , 이제 슬슬
273,2022-04-03 , 이더러운 회사는 망해라 제발
274,2022-04-11 ,이노베이션 석유제품 탄소영향 측정 넷제로 본격화
275,2022-04-21 ,이노베이션만한 지배구조 혁신기업 없을 것
276,2022-04-26 , 주식배당 4주 주고 세금 15만원 뺐는건 뭐냐
277,2022-04-27 ,석유주 바닥에서 힘차게 오른 이유는
278,2022-04-29 ,시간외거래 떡상주 정리
279,2022-05-03 ,한국의 눈물 삼성도 사옥까지 팔아서 100조를 대기중인 이유 
280,2022-05-03 ,3일 증권사 설정 목표주가
281,2022-05-10 ,오늘자 주식시장 가쉽
282,2022-05-30 ,이노베이션 주가 전망 및 분석
284,2022-06-17 ,빅스텝 금리인상 얼마까지 갈까 시황체크 
285,2022-06-26 ,숏텀  롱텀 디플레이션 전쟁 
